place_id,name,locality,rating,user_ratings_total,cuisines,primary_category
ChIJGbE0-DDI5zsRal6xuz9gkqE,School For European Pastry & Culinary Arts | Baking Classes in Mumbai,Hanuman Road,5.0,784.0,"Bakery, Confectionery, Dessert, Food Store",Bakery
ChIJO_orsUrI5zsRRfCdzPDnO5s,The Belgian Waffle Co.,Hanuman Road,4.1,996.0,"Bakery, Cafe, Confectionery, Dessert, Dessert Restaurant, Food Store, Ice Cream, Restaurant, Wholesaler",Cafe
ChIJnxyif8fJ5zsRNY2KfgrPUPM,The Chocolate Heaven,Hanuman Road,4.0,1933.0,"Bakery, Breakfast, Cafe, Coffee, Food Store, Restaurant, Vegetarian Restaurant, Wholesaler",Cafe
ChIJ13m5EbXJ5zsR7afBIUCPhc4,Mad Over Donuts,Hanuman Road,4.3,1254.0,"Bakery, Cafe, Candy Store, Confectionery, Dessert, Dessert Restaurant, Donut Shop, Food Store, Restaurant",Cafe
ChIJZ6LxT-jJ5zsRi9PcH_YzwJs,Jeden - The Cake Expert Chakala Andheri,Hanuman Road,3.9,294.0,"Bakery, Candy Store, Chocolate Shop, Confectionery, Dessert, Food Store, Gift Shop, Wholesaler",Bakery
ChIJFzKefNHJ5zsR6Au4GVsBsuw,Ahura Bakery & Stores,Hanuman Road,4.0,241.0,"Bakery, Food Store",Bakery
ChIJ5yOkUXjJ5zsReiIFKQJo8eo,"Theobroma Bakery and Cake Shop - Vile Parle East, Mumbai",Hanuman Road,4.0,172.0,"Bakery, Cafe, Confectionery, Dessert, Food Store, Wholesaler",Cafe
ChIJK_dWIQDJ5zsRVFQE3sL4pIs,Parle Biscuits,Hanuman Road,4.9,7.0,"Bakery, Food Store",Bakery
ChIJzXRVMLTJ5zsRODWMPleR1UY,Champion Foods,Hanuman Road,4.5,503.0,"Bakery, Confectionery, Food Store, Wholesaler",Bakery
ChIJnYOSB8_J5zsRPc1knpanuNE,Birdy's Bakery & Patisserie,Hanuman Road,3.9,130.0,"Bakery, Cafe, Coffee, Confectionery, Dessert, Food Store, Gift Shop, Wholesaler",Cafe
ChIJYc_QPMzJ5zsROw_XM9CnjNg,Bangalore iyengar bakery,Hanuman Road,4.2,54.0,"Bakery, Food Store",Bakery
ChIJ9xlBu7bJ5zsR7wROPNdNMug,Aavkaar,Hanuman Road,4.6,457.0,"Bakery, Candy Store, Chocolate Shop, Confectionery, Dessert, Food Store, Market",Bakery
ChIJcfluOOfJ5zsR1He6jPAkkYs,Dragonfly Experience Mumbai,International Airport,4.2,3156.0,"Bar, Night Club, Restaurant",Restaurant (General)
ChIJzby1-z7I5zsRvHYO_AJEZIg,Apna Dhaba Family Restautant & bar,International Airport,3.8,7826.0,"Delivery, Food Delivery, Indian, Restaurant",Indian
ChIJVVU9mZTJ5zsRZ5PXFmUSnBM,"Food court, Departure terminal 2",International Airport,4.1,387.0,Restaurant,Restaurant (General)
ChIJv7qEH9DJ5zsRg2kQmSD2Lvo,McDonald's,International Airport,4.8,1695.0,"Fast Food Restaurant, Restaurant",Fast Food
ChIJCzN5XAHJ5zsRpVw5fKpc_5A,T24 Retro - 4 Star Boutique Hotel,International Airport,4.5,1643.0,"Bar, Breakfast, Hotel, Lodging, Restaurant",Breakfast / Brunch
ChIJq-3MKj7I5zsRTO96OgAsLDg,T24 Residency,International Airport,4.4,872.0,"Bar, Breakfast, Hotel, Lodging, Restaurant",Breakfast / Brunch
ChIJz1IrtLLJ5zsRwicKCE2JYMU,Quarter Pillar,International Airport,4.1,2741.0,"Bar, Restaurant",Restaurant (General)
ChIJF66ob0LI5zsRp2AwmBK42T4,Niranta Airport Transit Hotel,International Airport,4.1,5235.0,"Bar, Hotel, Lodging, Night Club, Restaurant, Spa",Restaurant (General)
ChIJQ6KxaBXI5zsRr6ELDA5h2rU,Rodeo Drive,International Airport,4.1,3696.0,"Bar, Bar And Grill, Night Club, Pub, Restaurant",Restaurant (General)
ChIJhVfQjQvJ5zsR1uTuX-eAIY4,Tattva Bar & Cafe Mumbai,International Airport,4.7,468.0,"Bar, Cafe, Fine Dining Restaurant, Night Club, Restaurant",Cafe
ChIJo9x6fKLJ5zsRjWGSvzBWaPk,McDonald's Mumbai Airport T1 Departure,International Airport,4.9,3054.0,"Fast Food Restaurant, Restaurant",Fast Food
ChIJ5cXxZRXI5zsRgNe9OL6iGss,Peninsula Redpine,International Airport,4.2,1994.0,"Banquet Hall, Bar, Event Venue, Fine Dining Restaurant, Hotel, Lodging, Night Club, Restaurant, Wedding Venue",Restaurant (General)
ChIJCRjCfELI5zsRiAB0Nj7fKB0,Starbucks,International Airport,4.4,4132.0,"Cafe, Coffee, Food Store",Cafe
ChIJVXmScVTJ5zsRuoZHel6pVvc,Blue Tokai Coffee Roasters | Andheri East,International Airport,4.3,336.0,"Cafe, Coffee, Food Store",Cafe
ChIJWb05l07J5zsRoTzDcl6Y-Zw,McDonald's Mumbai Airport T2,International Airport,4.5,1200.0,"Breakfast, Cafe, Coffee, Confectionery, Delivery, Dessert, Fast Food Restaurant, Food Delivery, Food Store, Restaurant",Cafe
ChIJuS7ykRPJ5zsRkAznErMrVuY,Chai Point - Chhatrapati Shivaji Airport Terminal 2,International Airport,4.0,204.0,"Bakery, Cafe, Confectionery, Dessert, Food Store, Juice, Restaurant, Sandwich, Tea",Cafe
ChIJkdpksErI5zsRbWQwfBi3DfY,Garde Manger Cafe,International Airport,4.3,1764.0,"Cafe, Dessert Restaurant, Fast Food Restaurant, Food Store, Restaurant, Sandwich, Tea, Vegan Restaurant, Vegetarian Restaurant",Cafe
ChIJ37v6AX7J5zsR1oGOBszpJ3M,Chaayos Cafe at Villeparle,International Airport,4.2,506.0,"Cafe, Coffee, Food Store",Cafe
ChIJz9xpc9HJ5zsRE5rhE4fLdHc,Starbucks,International Airport,4.4,93.0,"Cafe, Coffee, Food Store",Cafe
ChIJaSvUNmrI5zsRbK1vQJG6h4E,JW Cafe,International Airport,4.6,2474.0,"Cafe, Coffee, Food Store",Cafe
ChIJO8qSVEzI5zsRRR2xtiC_SHQ,Boulevard - 24 Hour Coffee Shop - The Orchid,International Airport,4.2,297.0,"Cafe, Chinese, Restaurant",Chinese
ChIJ4bGMlV7J5zsRIT1CUCvuBQ8,GOOD FLIPPIN' BURGERS®,International Airport,4.7,501.0,"American Restaurant, Fast Food Restaurant, Hamburger Restaurant, Restaurant, Takeaway",Burger
ChIJsyKwM0jJ5zsReupUlqmbbv8,KFC,International Airport,3.2,128.0,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJJ1dpDwTJ5zsRBcZDKpJ3kqg,"Domino's Pizza | Vakola, Mumbai",International Airport,2.4,180.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJNeROyRXJ5zsRBfevZrKZ2Dk,Burger King,International Airport,4.9,2038.0,"Fast Food Restaurant, Food Court, Restaurant, Takeaway",Fast Food
ChIJPcR7ErmV5zsRqQ_h2XfCnls,Domino's Pizza | Vijaya Mumbai,International Airport,3.8,3822.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJ9TVHLNzJ5zsRGpfOs-Veyiw,KFC,International Airport,3.2,314.0,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJU-9LDjnI5zsRU3FencI6dTE,Sandwizzaa JB Nagar,International Airport,4.2,446.0,"Fast Food Restaurant, Restaurant, Sandwich, Takeaway, Vegetarian Restaurant",Fast Food
ChIJlTbvys_J5zsRQ2A2g8-6nzQ,KFC,International Airport,3.2,45.0,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJzW8eaMyTyzsRfldxf9yep4c,Domino's Pizza,International Airport,3.5,175.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJx0EJaznI5zsRb041OHBQpdQ,"Om Snacks - Sandwiches, Chaat shop, Pav Bhaji Shop, Pizza Delivery, Fast Food Restaurant in Andheri East",International Airport,4.2,942.0,"Breakfast, Fast Food Restaurant, Restaurant, Sandwich, Takeaway",Fast Food
ChIJfw0EJxHI5zsREdE3WL67aAE,Choice Restaurant,International Airport,4.0,1200.0,"Chinese, Delivery, Fast Food Restaurant, Food Delivery, Indian, Restaurant, Takeaway, Vegetarian Restaurant",Indian
ChIJG53YjELI5zsRaeHLXUWWA1A,"Theobroma Bakery and Cake Shop - T2 – Domestic Departures, Vile Parle East",International Airport,4.0,260.0,"Bakery, Cafe, Confectionery, Dessert, Food Store",Cafe
ChIJQUeUUWnJ5zsR8v9leDheKU0,Love & Latte Sahar,International Airport,4.4,63.0,"Bakery, Breakfast, Cafe, Coffee, Confectionery, Dessert, Food Store, Restaurant",Cafe
ChIJR3vU0BTI5zsRmStsz0iT3kQ,Cake shop,International Airport,4.5,4.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJg4_mPgDJ5zsRnvJ83YkOwk4,JUST APPETITE,International Airport,5.0,20.0,"Bakery, Food Store",Bakery
ChIJF-4TeznI5zsRaI8M1eVKMZM,Monginis Cake Shop,International Airport,4.1,160.0,"Bakery, Confectionery, Dessert, Dessert Restaurant, Food Store, Restaurant, Wholesaler",Bakery
ChIJNySaNLXJ5zsRluBtP1h_TEg,Birdy's Bakery & Patisserie,International Airport,4.2,239.0,"Bakery, Cafe, Coffee, Confectionery, Dessert, Food Store, Gift Shop, Wholesaler",Cafe
ChIJLcors_nJ5zsRs5AadX2qmH8,SMOOR Kiosk - Domestic Airport,International Airport,4.5,46.0,"Bakery, Food Store",Bakery
ChIJVVVVZfHI5zsRlmC0Dja37R8,Monginis Cake Shop,International Airport,3.8,101.0,"Bakery, Confectionery, Dessert, Dessert Restaurant, Food Store, Restaurant, Wholesaler",Bakery
ChIJR2JnDDnI5zsRaP44Twz8nmU,Occasions,International Airport,4.3,367.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJf5iMYbHJ5zsRSUaiVjb9yM4,Ribbons and Balloons - The Cake Shop,International Airport,4.4,29.0,"Bakery, Food Court, Food Store, Restaurant",Bakery
ChIJGTqz3z3I5zsRXYmr_M2IVSQ,Gluttony - Over Indulgence,International Airport,4.8,795.0,"Bakery, Candy Store, Chocolate Shop, Confectionery, Dessert, Food Store, Wholesaler",Bakery
ChIJWUSrZ03J5zsRQQ744ObNoiY,Suchali's Artisan Bakehouse - Andheri East,International Airport,4.0,3.0,"Bakery, Food Store",Bakery
ChIJ-ZnXy_DI5zsR16NZZqA0pNE,Banglore Iyengar Bakery Santhacruz,International Airport,4.1,100.0,"Bakery, Food Store",Bakery
ChIJS7ULbwDJ5zsRDvA9lGSb2aU,Burma Star Bakery,International Airport,3.2,5.0,"Bakery, Food Store",Bakery
ChIJo49oV-rJ5zsRvNAzcQLkwO8,Prithvi Cafe,Juhu,4.4,19072.0,"Cafe, Food Store, Restaurant",Cafe
ChIJI55TpRa35zsRcPnWMv_MoGA,Joey’s Pizza,Juhu,4.4,23686.0,"Fast Food Restaurant, Pizza, Restaurant",Pizza
ChIJzbxY_I_J5zsRRX6HPwhudTc,Benne - Heritage Bangalore Dosa,Juhu,4.5,837.0,"Indian, Restaurant",Indian
ChIJrZsRGAPJ5zsRsMIJ0TIrpmQ,The Nines,Juhu,4.3,1795.0,"Chinese, Fine Dining Restaurant, Indian, Italian, Restaurant",Indian
ChIJT0_Gm97J5zsR-stXtwrIxNY,The Club Mumbai,Juhu,4.7,34575.0,"Athletic Field, Restaurant, Spa, Sports Activity Location, Sports Club, Swimming Pool",Restaurant (General)
ChIJ6_zcXOjJ5zsRl_j347_uecM,Dakshinayan,Juhu,4.4,8809.0,"Indian, Restaurant, Vegetarian Restaurant",Indian
ChIJH-lZ7R225zsRZCk--x-a5VY,Versova SOCIAL,Juhu,4.1,10066.0,"Bar, Cafe, Pub, Restaurant",Cafe
ChIJOZ2wrdvJ5zsRBkmSS062n5Y,BAR BANK - Juhu,Juhu,4.1,1277.0,"Bar, Pub, Restaurant",Restaurant (General)
ChIJLfhk9XjJ5zsRjfe6pAnLWLA,Bayleaf Cafe,Juhu,4.4,2657.0,"Brunch Restaurant, Cafe, Food Store, Indian, Italian, Japanese Restaurant, Restaurant, Sushi Restaurant, Vegan Restaurant, Vegetarian Restaurant",Indian
ChIJfbg-jXTJ5zsRpjoPZGOEGl4,Luuma House,Juhu,4.3,688.0,Restaurant,Restaurant (General)
ChIJbUbC0urJ5zsR9aMcz_Fapgs,Razzberry Rhinoceros,Juhu,4.1,7176.0,"Bar, Mediterranean Restaurant, Night Club, Restaurant",Mediterranean
ChIJXd8zpRvJ5zsR6acJsQjR9BM,Nav Chaitanya,Juhu,4.4,4100.0,"Restaurant, Seafood",Seafood
ChIJgXe49MjJ5zsRdYpLp5PIZ10,Blabber All day Juhu,Juhu,4.3,816.0,"Asian Restaurant, Restaurant",Restaurant (General)
ChIJaWzU7uHJ5zsR7F78TSozBB8,Banana Leaf Restaurant versova,Juhu,4.1,8669.0,"Breakfast, Indian, Restaurant, Vegan Restaurant, Vegetarian Restaurant",Indian
ChIJ_bdN5JXJ5zsRwmivMq4etLQ,BORA BORA Juhu,Juhu,4.2,5977.0,"Bar, Pub, Restaurant",Restaurant (General)
ChIJXdTLv6vJ5zsRi1GGPLCCUQ8,3 Stories - All Day Bar,Juhu,3.9,400.0,"Bar, Pizza, Restaurant",Pizza
ChIJYc2VssTJ5zsR9WrNtTMlHpU,THE BAR STOCK EXCHANGE - Ville Parle West,Juhu,4.2,7609.0,"Bar, Pub, Restaurant",Restaurant (General)
ChIJ1Vz1gtbJ5zsRaGssiTKB9k4,Ettarra Coffee House,Juhu,4.6,487.0,"Cafe, Coffee, Food Store",Cafe
ChIJC9Kw_F_J5zsROzglmkjxRYM,Earth Cafe @ Juhu,Juhu,4.0,520.0,"Cafe, Food Store",Cafe
ChIJgczy2sTJ5zsREJrCyqvWTF8,Starbucks,Juhu,4.4,4418.0,"Cafe, Coffee, Food Store",Cafe
ChIJqTWp-0vJ5zsRa2N2_ZZ7liE,Love & Latte Juhu,Juhu,4.4,1482.0,"Bakery, Breakfast, Cafe, Coffee, Confectionery, Dessert, Food Store, Restaurant",Cafe
ChIJFec2rejJ5zsRML8hVU9Xfn0,Silver Beach Cafe,Juhu,4.3,2183.0,"Breakfast, Brunch Restaurant, Cafe, Italian, Pizza, Restaurant",Italian
ChIJ56_4gZXJ5zsRjsBwnEeFgmA,Starbucks,Juhu,4.4,4156.0,"Cafe, Coffee, Food Store",Cafe
ChIJs1IA9xnJ5zsRZchLHhtuUGU,Third Wave Coffee,Juhu,4.7,1109.0,"Cafe, Coffee, Food Store",Cafe
ChIJ7R01ITy35zsROze1Eh9bVdc,Cafe Holiday Versova,Juhu,4.3,841.0,Cafe,Cafe
ChIJsz2v7ZnJ5zsRyb6jzFSpTZw,Masa Bakery Juhu,Juhu,4.1,220.0,"Bakery, Cafe, Confectionery, Dessert, Food Store",Cafe
ChIJR7ezXerJ5zsRLgd8PpsPcE4,Poetry by Love and Cheesecake,Juhu,4.4,2858.0,"Cafe, Confectionery, Dessert, Dessert Restaurant, Food Store, Restaurant",Cafe
ChIJB2hBeuTJ5zsRUVXcSsxB3F0,Ananda Cafe,Juhu,4.5,484.0,"Cafe, Coffee, Food Store",Cafe
ChIJuUhjXurJ5zsR7-tlzOBf-Ps,Tea Villa Cafe Juhu,Juhu,4.0,3706.0,"Breakfast, Cafe, Coffee, Food Store, Restaurant, Vegetarian Restaurant",Cafe
ChIJIyeCyNHJ5zsRLoMGsU6EKPI,"Ministry of Games , Juhu",Juhu,4.2,152.0,Cafe,Cafe
ChIJG0EZKp235zsRayiy3kIkTNs,Cherry & Chocolatte Cafe - Versova,Juhu,4.7,156.0,Cafe,Cafe
ChIJ90_2CNjJ5zsRhjY4Vg9XnPc,Cream Centre | Juhu,Juhu,4.4,2560.0,"Fine Dining Restaurant, Restaurant, Takeaway, Vegetarian Restaurant",Restaurant (General)
ChIJscT2KYO35zsRe2aQySLD1ao,Sadak Chaap,Juhu,4.1,304.0,"Indian, Restaurant, Takeaway",Indian
ChIJW45qe1nJ5zsRkKw5hjnpxco,GOOD FLIPPIN' BURGERS®,Juhu,4.5,695.0,"American Restaurant, Fast Food Restaurant, Hamburger Restaurant, Restaurant, Takeaway",Burger
ChIJGY765pXJ5zsRDNQoiGPTYr0,"Domino's Pizza | Santacruz (West), Mumbai",Juhu,3.4,883.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJ03dEwxXJ5zsRtfm2lq7X7MQ,abcoffee Juhu,Juhu,4.7,304.0,"Bakery, Cafe, Coffee, Confectionery, Food Store, Restaurant, Takeaway",Cafe
ChIJT8H-f8fJ5zsRqF-f3eBCq3s,Dhiraj Vada Pav,Juhu,4.2,570.0,"Fast Food Restaurant, Indian, Restaurant, Takeaway",Indian
ChIJfZGH5JXJ5zsRiQM5k7CPUw0,China Gate Juhu,Juhu,4.1,60.0,"Asian Restaurant, Bar, Bar And Grill, Chinese, Fine Dining Restaurant, Night Club, Restaurant, Seafood, Takeaway, Vegetarian Restaurant",Chinese
ChIJ0ePu85VB3TsRMHOD_qZxeP8,Café Coffee Day,Juhu,3.7,310.0,"Bakery, Cafe, Coffee, Confectionery, Dessert, Food Store, Restaurant, Sandwich, Takeaway",Cafe
ChIJ0xNcyOnJ5zsRaf-F9FqscS4,"Sushi and More, Juhu",Juhu,4.4,111.0,"Restaurant, Takeaway",Restaurant (General)
ChIJme_rg8bJ5zsR4D5B-0narEc,Borivali Biryani Centre,Juhu,3.5,112.0,"Restaurant, Takeaway",Restaurant (General)
ChIJceI9bOrJ5zsR4CLyH6vZu1w,La Sanazaar Cafe,Juhu,4.5,448.0,"Cafe, Coffee, Food Store, Japanese Restaurant, Restaurant, Sushi Restaurant, Takeaway",Japanese
ChIJf1CC1rnJ5zsRuYU3IxVJ1x8,Sandwizzaa Vile Parle West,Juhu,4.1,213.0,"Fast Food Restaurant, Restaurant, Sandwich, Takeaway, Vegetarian Restaurant",Fast Food
ChIJQbOEt3vJ5zsRy6swyMYl18U,Maqu's Pan Biddi and Eating Shop,Juhu,5.0,4.0,"Restaurant, Takeaway",Restaurant (General)
ChIJg9LgAwfJ5zsRP9XRd8CrNTk,Acai By The Bay,Juhu,4.2,24.0,"Restaurant, Takeaway",Restaurant (General)
ChIJ6yLUnMDJ5zsRiojn9FP6fm0,Wtf,Juhu,3.8,16.0,"Restaurant, Takeaway",Restaurant (General)
ChIJzS-13qW35zsRr5S3Xhau9kk,Lucknow Wale Nawab Sahab,Juhu,4.6,79.0,"Indian, Restaurant, Takeaway",Indian
ChIJa-uJ6kfJ5zsRAqHY_0Zkq8U,javaphile juhu,Juhu,4.4,84.0,"Bakery, Breakfast, Cafe, Coffee, Confectionery, Dessert, Food Store, Restaurant, Sandwich",Cafe
ChIJv6pg1j-25zsRp8Ax6B3A5SE,The Boston Cafe & Patisserie,Juhu,4.2,1293.0,"Bakery, Confectionery, Dessert, Food Store",Bakery
ChIJ8W_xFvDJ5zsRI9RPdys_1iU,The Belgian Waffle Co,Juhu,4.4,267.0,"Bakery, Cafe, Confectionery, Dessert, Dessert Restaurant, Food Store, Ice Cream, Restaurant, Wholesaler",Cafe
ChIJoevn_uHJ5zsR2FSfVGKX0Nk,Mad Over Donuts,Juhu,4.2,748.0,"Bakery, Cafe, Candy Store, Confectionery, Dessert, Dessert Restaurant, Donut Shop, Food Store, Restaurant",Cafe
ChIJx8yROOrJ5zsRv56pQF74b50,Fresco Bakery,Juhu,4.4,798.0,"Bakery, Food Store",Bakery
ChIJl5LiT1e35zsRQIhFQQ5JegA,Nostalgia Take 3,Juhu,4.1,27.0,"Bakery, Food Store",Bakery
ChIJPSyHp9rJ5zsRp6BRhv4tzsA,Tashkent Bakery,Juhu,4.1,503.0,"Bakery, Food Store",Bakery
ChIJdT7Rv4rJ5zsRPB6CEgkSOj0,Le15 Patisserie Juhu,Juhu,4.4,76.0,"Bakery, Food Store",Bakery
ChIJAUESfJXJ5zsRMEbd75mrQIU,Sassy Teaspoon,Juhu,4.0,199.0,"Bakery, Confectionery, Dessert, Food Store, Wholesaler",Bakery
ChIJBcrSOJXJ5zsRKaRGzmQcb18,Bombay Baking Company,Juhu,4.4,226.0,"Bakery, Cafe, Food Store",Cafe
ChIJT20OsB-25zsRiJ8TEyYgpY0,Flora Bite,Juhu,4.0,396.0,"Bakery, Food Store",Bakery
ChIJifrfydPJ5zsRMImX9p9gvsc,Hangout Cakes & Gourmet Foods,Juhu,3.8,194.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJO6enasHJ5zsRO69nxUQXoBE,Benne - Heritage Bangalore Dosa,Khar Delivery,4.3,1399.0,"Cafe, Indian, Restaurant",Indian
ChIJpVgsOFDJ5zsRMi5Myvre6zE,Boojee Cafe,Khar Delivery,4.5,4275.0,"Breakfast, Cafe, Confectionery, Dessert, Food Store, Juice, Restaurant, Takeaway, Tea",Cafe
ChIJ4bzoVZzJ5zsRbWptOWgrx1E,Carter Road SOCIAL,Khar Delivery,4.3,8180.0,"Bar, Cafe, Pub, Restaurant",Cafe
ChIJi1NRO2vJ5zsR_sA0_utO260,Candies,Khar Delivery,4.3,17768.0,"Cafe, Restaurant",Cafe
ChIJDcQOPH_J5zsRfgHIsrR6Uao,GIGI Bombay,Khar Delivery,4.1,919.0,"Bar, Japanese Restaurant, Restaurant",Japanese
ChIJx3L2QBDJ5zsRRiIKSIqXi9c,Khar Social,Khar Delivery,4.2,11322.0,"Bar, Cafe, Pub, Restaurant",Cafe
ChIJbZBrpwzJ5zsRESXq0cy8imA,Pomodoro - Pasta & Coffee Bar,Khar Delivery,4.0,591.0,"Italian, Restaurant",Italian
ChIJq2bL-mTJ5zsR9BvD9mrtn4g,Food Square,Khar Delivery,4.4,4419.0,"Cafe, Candy Store, Chocolate Shop, Confectionery, Dessert, Food Delivery, Food Store, Gift Shop, Grocery Store, Restaurant, Takeaway",Cafe
ChIJQ-HFVwXJ5zsRRpoFrgjK1Wk,The Habitat,Khar Delivery,4.4,4219.0,"Cafe, Comedy Club, Event Venue, Performing Arts Theater, Restaurant",Cafe
ChIJdWEbq2LJ5zsRHqr3Em6sRew,Blondie,Khar Delivery,4.1,637.0,"Breakfast, Brunch Restaurant, Cafe, Coffee, Food Store, Indian, Restaurant, Vegan Restaurant, Vegetarian Restaurant",Indian
ChIJ1U95pj_J5zsRToEuuaEdY0Q,Elco Veg Restaurant,Khar Delivery,3.8,837.0,Restaurant,Restaurant (General)
ChIJjw9KYhHJ5zsRI5dB5G6JXPg,KFC,Khar Delivery,3.9,8933.0,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJK5oOSkbJ5zsRXebi488r9Gg,Miya Kebabs,Khar Delivery,4.8,2607.0,"Middle Eastern Restaurant, Restaurant",Middle Eastern
ChIJ0SIucRbJ5zsRjMhgdJlsH00,The Game Palacio,Khar Delivery,4.1,1540.0,"Amusement Center, Bar, Bowling Alley, Event Venue, Restaurant, Sports Activity Location, Sports Complex, Video Arcade",Restaurant (General)
ChIJCdVvTNXJ5zsRGTtc7CpVC2k,"The Tanjore Tiffin Room, bandra",Khar Delivery,4.4,1690.0,"Indian, Restaurant",Indian
ChIJ4c9DoBPJ5zsRgwvs6Cm69Y0,Farmers' Cafe,Khar Delivery,4.2,3955.0,"Breakfast, Cafe, Dessert Restaurant, Pizza, Restaurant, Vegan Restaurant, Vegetarian Restaurant",Pizza
ChIJRYf96DvJ5zsR0lMIKkVyCK8,MERCII Mumbai,Khar Delivery,3.9,354.0,"Bar, Event Venue, Fine Dining Restaurant, Night Club, Restaurant, Wine Bar",Restaurant (General)
ChIJ2-XDY_LJ5zsRqZp-HET_oCE,Izumi Bandra,Khar Delivery,4.5,2560.0,"Japanese Restaurant, Restaurant",Japanese
ChIJ6U3aFkrJ5zsRWgKtX162Kis,Mitron Bar & Cafe - Bandra,Khar Delivery,3.9,2342.0,"Bar, Cafe, Restaurant",Cafe
ChIJ36FUO2rJ5zsR-niSfgBdZzc,Boojee cafe,Khar Delivery,4.4,895.0,"Cafe, Coffee, Food Store",Cafe
ChIJZ9LU6QnJ5zsRAD2y3VRQAxw,Veronica's,Khar Delivery,4.2,1776.0,"Cafe, Coffee, Deli, Food Store",Cafe
ChIJQ_5UeoXJ5zsR__eCJdbHoiQ,Mary Lodge by Subko,Khar Delivery,4.3,3024.0,"Bakery, Cafe, Coffee, Food Store",Cafe
ChIJ59fRZ-XJ5zsRHOolUAKkRsE,Bokka Coffee,Khar Delivery,4.3,506.0,"Cafe, Coffee, Food Store",Cafe
ChIJMZ2kTfPJ5zsRGbrKs_hHwSA,"Vanilla Miel Café, Pali Village",Khar Delivery,4.4,338.0,Cafe,Cafe
ChIJhbOxfc_J5zsR2WMZGQL67C0,Onrique,Khar Delivery,4.1,279.0,"Cafe, Restaurant",Cafe
ChIJ79f2HxXJ5zsRDG_Wh5odPUA,145 Bandra,Khar Delivery,4.3,4853.0,"Bar, Cafe",Cafe
ChIJ8_igYNXJ5zsRq_o3nvWP1Hg,Old Street Cafe & Bar,Khar Delivery,4.3,757.0,"Bar, Cafe, Restaurant",Cafe
ChIJt0X9y7W35zsR7RZfORuFucs,McDonald's,Khar Delivery,4.2,9323.0,"Breakfast, Cafe, Coffee, Confectionery, Delivery, Dessert, Fast Food Restaurant, Food Delivery, Food Store, Restaurant",Cafe
ChIJAXKegT_J5zsR4hQUokULMaw,McDonald's,Khar Delivery,4.4,7566.0,"Breakfast, Cafe, Coffee, Confectionery, Delivery, Dessert, Fast Food Restaurant, Food Delivery, Food Store, Restaurant",Cafe
ChIJQfZBShHJ5zsR4HwUTfyarBw,Jai Jawan,Khar Delivery,4.4,1960.0,"Fine Dining Restaurant, Indian, Restaurant, Takeaway",Indian
ChIJB7VdRj3J5zsR0Bn9eFCEMt0,Shah Millar House,Khar Delivery,4.3,139.0,"Bar, Cafe, Indian, Restaurant, Takeaway",Indian
ChIJQ9L4I-HI5zsRJ__WrVVDnCc,"Domino's Pizza | Bandra West Plot No. 614, Mumbai",Khar Delivery,3.6,3011.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJ_92sZ0DJ5zsRbb1hebUsIkw,House of Mandarin Bandra,Khar Delivery,4.2,2361.0,"Chinese, Delivery, Food Delivery, Japanese Restaurant, Restaurant, Sushi Restaurant, Takeaway",Chinese
ChIJqQldb5bJ5zsRBr7POuGkXFg,GOOD FLIPPIN' BURGERS® - Bandra,Khar Delivery,4.6,1656.0,"American Restaurant, Fast Food Restaurant, Hamburger Restaurant, Restaurant, Takeaway",Burger
ChIJ_cg9zAjJ5zsRfEU1jizPx7E,"Domino's Pizza | Santacruz West, Mumbai",Khar Delivery,3.5,1839.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJCWGbmz_J5zsRbuqVMBb91Wg,Ray's Cafe & Pizzeria,Khar Delivery,4.3,1449.0,"Cafe, Delivery, Fast Food Restaurant, Food Delivery, Pizza, Restaurant, Takeaway",Pizza
ChIJZVA_56zJ5zsRKbOOiYLqzUI,Carter's Quickeats,Khar Delivery,4.3,753.0,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJ-ZlNSavJ5zsRdBKVLSogh-E,Grand The Dining Bar,Khar Delivery,4.6,1461.0,"Bar, Bar And Grill, Chinese, Fine Dining Restaurant, Indian, Restaurant, Seafood, Takeaway",Indian
ChIJkYTpU3zJ5zsRSc7H1YA0L-0,"Pizza Hut | SV Road Khar, Mumbai",Khar Delivery,4.7,1686.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
