place_id,name,locality,rating,user_ratings_total,cuisines,primary_category
ChIJx2QfEBfa5zsRmWh__RtORqs,Hotel Uran Plaza,Karanja,4.0,1150.0,"Hotel, Lodging, Resort Hotel, Restaurant",Restaurant (General)
ChIJfSCUOkTb5zsRLIaL65X69JU,RAM RATAN AASHIYANA BEACH RESORT,Karanja,4.3,576.0,"Hotel, Lodging, Resort Hotel, Restaurant",Restaurant (General)
ChIJ63Sncjfa5zsRYExGOFv8bJE,Vaishnavi Pure Veg,Karanja,3.8,1841.0,"Restaurant, Vegetarian Restaurant",Restaurant (General)
ChIJOZ9h2jDa5zsRyyP7x7HK-ZM,RamRatan Shamiyana Veg - Non Veg Restaurant,Karanja,4.0,1706.0,"Indian, Restaurant",Indian
ChIJr1s3tzba5zsRRp8DdLGdru0,Rajpal Bar & Restaurant,Karanja,3.8,697.0,"Bar, Breakfast, Fast Food Restaurant, Restaurant",Fast Food
ChIJ0QIEAgXb5zsRYmr1klymeeA,Domino’s Pizza,Karanja,3.0,397.0,"Pizza, Restaurant",Pizza
ChIJH9BRTgDb5zsRpRIoZrn7f9g,Dining Rituals - Family Restaurant Uran,Karanja,4.3,114.0,Restaurant,Restaurant (General)
ChIJZYSgYzHa5zsR4Cy0p3DLAlg,Sahyadri Bar & Restaurant,Karanja,4.0,271.0,"Bar, Bar And Grill, Breakfast, Restaurant",Breakfast / Brunch
ChIJyzsG7_Ta5zsRB4EufsY7Aac,Monginis Cake Shop,Karanja,4.7,200.0,"Bakery, Confectionery, Dessert, Dessert Restaurant, Food Store, Restaurant, Wholesaler",Bakery
ChIJdTN_Lzbb5zsRGCxfdkmHkbI,House 172 Wood Fire Pizza & more.,Karanja,4.7,100.0,"Pizza, Restaurant",Pizza
ChIJCYvo_-_b5zsR62u0OT-ouiM,Krabi Multi-cuisine Restaurant,Karanja,4.0,6.0,Restaurant,Restaurant (General)
ChIJH2ElHG_b5zsRZsAOSUIBeu8,SWAAD RESTAURANT,Karanja,3.7,56.0,Restaurant,Restaurant (General)
ChIJUf0UwALb5zsRCAIfke1ua_g,SNS Retreat,Karanja,4.7,27.0,"Hotel, Lodging, Resort Hotel, Restaurant, Sports Activity Location, Swimming Pool",Restaurant (General)
ChIJF3ZYCr_b5zsReTuvMGwpYxI,Veg O licious,Karanja,4.8,60.0,Restaurant,Restaurant (General)
ChIJjT2cJDjb5zsR8gvbZGNSLVo,Food Plaza,Karanja,4.5,80.0,Restaurant,Restaurant (General)
ChIJ9z__lzba5zsRLBcB2d07f-c,Gupta Sandwich & Juice Center,Karanja,4.4,266.0,"Breakfast, Cafe, Restaurant, Vegetarian Restaurant",Cafe
ChIJGRrARQ_b5zsRWYeFsieI2eE,Momomia,Karanja,4.6,204.0,Restaurant,Restaurant (General)
ChIJVxyOGV7b5zsRltxQGqi8VSM,Hotel Sagri Kinara,Karanja,4.5,44.0,Restaurant,Restaurant (General)
ChIJb9Tjn1_b5zsReRGbnCUlmaE,HOTEL DEVGOND KINARA,Karanja,4.1,16.0,Restaurant,Restaurant (General)
ChIJFR5aGxzb5zsRl8Ld8GgC4Wk,Cafe Time,Karanja,4.5,111.0,"Cafe, Fast Food Restaurant, Pizza, Restaurant",Pizza
ChIJHUfTbzfa5zsRi3hJhlbCdCc,Bunkerzzz Cafe,Karanja,4.1,771.0,"Cafe, Coffee, Food Store",Cafe
ChIJfQGMzTDa5zsRd96STnSjrKg,Bourbon Cafe,Karanja,4.3,11.0,Cafe,Cafe
ChIJpXYEljba5zsRitSjoQ7WbUU,Yusufi Soda Factory,Karanja,4.5,61.0,Cafe,Cafe
ChIJa4QU3TDb5zsRl3eV0avSTc8,Cafe Cheesy Delight,Karanja,5.0,17.0,Cafe,Cafe
ChIJj7KcXIDb5zsRIl_zRJbYHi8,Healthy Juice Center & Snacks Corner,Karanja,4.5,12.0,Cafe,Cafe
ChIJ4VE5BlHb5zsRnR_1VhOYlt8,Am To Pm Cafe & Gamezone,Karanja,4.3,226.0,Cafe,Cafe
ChIJExG2NQDb5zsR16hfUVWtq5g,Brew Heaven cafe,Karanja,,,"Cafe, Coffee, Food Store",Cafe
ChIJlzztRADb5zsR579hWoOyXQ8,Balai,Karanja,,,"Cafe, Coffee, Food Store",Cafe
ChIJ641fGDHb5zsRMAf3NxwNB0w,Mahadev Tea Centre,Karanja,5.0,2.0,"Cafe, Coffee, Food Store",Cafe
ChIJDScBNMfb5zsRPUcrAT55ZR8,Zuif cafe ☕️,Karanja,,,Cafe,Cafe
ChIJdchqABHb5zsRugwsmQnbJNU,ECO TEA BAR,Karanja,5.0,3.0,Cafe,Cafe
ChIJLafBa2jb5zsRgwiJg7f3fEc,Rama complex raghoba mandir kotnaka,Karanja,4.5,2.0,Cafe,Cafe
ChIJhxpQbpLb5zsR_o2IcdN7Uqg,AHTISAM KHAN CHICKEN SHOP,Karanja,,,"Cafe, Coffee, Food Store",Cafe
ChIJ7zgAE6Db5zsRYK-3a68FFhA,GOGA BURGGER,Karanja,5.0,3.0,"Restaurant, Takeaway",Restaurant (General)
ChIJ49a4dwDb5zsRToLJEf3uIkA,7 up soda hub & smacks corner,Karanja,,,"Restaurant, Takeaway",Restaurant (General)
ChIJJTzinLjb5zsRWcUbqki6fsw,Pizza House,Karanja,,,"Restaurant, Takeaway",Restaurant (General)
ChIJd29wjrXb5zsRzdJmFrEV9Qc,MJ Snacks corner,Karanja,,,"Restaurant, Takeaway",Restaurant (General)
ChIJXYYVQTHa5zsRGA76Prqvl5g,New Om Sai Koliwada Chinese Corner,Karanja,,,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJeVlanzba5zsRUE-saPM5dxk,Udupi Snacks,Karanja,,,"Restaurant, Takeaway",Restaurant (General)
ChIJ-4VrZGjb5zsRRahyzfTxAUc,Bake N Cake,Karanja,4.9,39.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJlTCWcjfa5zsRdeUI1s2-ySM,The Cake World,Karanja,4.3,181.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJDSw96xXb5zsRoMyzHqRyB3g,Iyengar bakery,Karanja,4.0,1.0,"Bakery, Food Store",Bakery
ChIJAduaLaPb5zsR6yByU_Nx1Lo,Shades of cake,Karanja,4.9,7.0,"Bakery, Food Store",Bakery
ChIJ3fmL9K_b5zsRD2vWGppNL3M,City Bakery,Karanja,5.0,1.0,"Bakery, Food Store",Bakery
ChIJ_eHuDrHb5zsRus5_j0za42w,Leela Cakes and more Uran,Karanja,3.8,13.0,"Bakery, Food Store",Bakery
ChIJK1XH1TPa5zsR8a5HazOZc5o,Cake & Cream,Karanja,4.1,90.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJN4gGlA3b5zsRiEUkKFPBuHY,Saraswati Bakery,Karanja,5.0,2.0,"Bakery, Food Store",Bakery
ChIJ582FbLfb5zsRNd5yPxebIRc,The Cake World,Karanja,4.5,22.0,"Bakery, Food Store",Bakery
ChIJObYguwfb5zsRSF981a-MEuw,Balaji Corner,Karanja,4.0,2.0,"Bakery, Food Store",Bakery
ChIJrRV0Rxrb5zsRWUIeSGFkQTs,Shraddha's Creations,Karanja,4.9,82.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJjzK-pVrb5zsRvB06vfCIKW8,Cake Katta,Karanja,5.0,1.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJ6b6OyDba5zsR6bppb_Z8yTs,U2 Cake,Karanja,,,"Bakery, Food Store",Bakery
ChIJr-VsKlHb5zsRkIbB7xwsLmA,Little More Cream,Karanja,5.0,27.0,"Bakery, Food Store",Bakery
ChIJwXOxUXbZ5zsRXbP2unzIMVg,New Uran Bakery,Karanja,5.0,4.0,"Bakery, Food Store",Bakery
ChIJQXKA3XDb5zsRdB0yACc_y_g,New Freshup Bekary,Karanja,,,"Bakery, Food Store",Bakery
ChIJDajtBFXb5zsRaEJXtMfcGmA,New Raj Laxmi Bakery,Karanja,,,"Bakery, Food Store, Wholesaler",Bakery
ChIJYQH6drbb5zsR9oTi5ls74SA,MUBASHSHIR AKHLAQUE ANSARI,Karanja,4.8,4.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJf1aibgDb5zsRB3HDQqqXNZ0,Vahini,Karanja,,,"Bakery, Food Store",Bakery
ChIJ67vXWDzO5zsRSDlZMnB7NtU,Shalimar Restaurant,Princess Dock,4.1,29259.0,"Catering Service, Chinese, Confectionery, Dessert, Fast Food Restaurant, Food Delivery, Food Store, Ice Cream, Indian, Restaurant",Indian
ChIJKQZB3mzO5zsRPQXFAff0kh8,"Kyani & Co. | Legendary Irani Restaurant, Bakers",Princess Dock,4.1,13351.0,"Breakfast, Restaurant",Breakfast / Brunch
ChIJ0zOKYyLO5zsRexRrg-qbCiA,Shree Thaker Bhojanalay (Since 1945),Princess Dock,4.5,6434.0,"Indian, Restaurant, Vegan Restaurant, Vegetarian Restaurant",Indian
ChIJwWOPJdnR5zsRcgxEPKsyPsI,Aram Vada Pav,Princess Dock,4.3,4599.0,"Breakfast, Fast Food Restaurant, Indian, Restaurant, Vegetarian Restaurant",Indian
ChIJ4SJfxNvR5zsRP8iG8rtu0O8,Pancham Puriwala,Princess Dock,4.1,19559.0,"Breakfast, Diner, Indian, Restaurant",Indian
ChIJ_____9rR5zsREZgQGZeCdlg,Gulshan - E- Iran.,Princess Dock,4.1,22720.0,"Chinese, Fast Food Restaurant, Indian, Restaurant",Indian
ChIJfTgF7iLO5zsRhXPhgLUFvFU,SURTI Hotel,Princess Dock,4.2,218.0,"Indian, Restaurant",Indian
ChIJzw0f-yLO5zsRHq0O1lgaXak,B Bhagat Tarachand- Zaveri Bazaar,Princess Dock,4.3,11495.0,"Indian, Restaurant, Vegetarian Restaurant",Indian
ChIJ8wGDN9nR5zsRSBWYcaF8fwE,McDonald's,Princess Dock,4.2,19316.0,"Breakfast, Cafe, Coffee, Confectionery, Delivery, Dessert, Fast Food Restaurant, Food Delivery, Food Store, Restaurant",Cafe
ChIJGW5_ciHP5zsRR3kjQqIn3-I,Surti Vegetarian Restaurant,Princess Dock,3.9,8500.0,"Indian, Restaurant, Vegetarian Restaurant",Indian
ChIJWQXQLiPO5zsRhZJI_0B-Kms,B Bhagat Tarachand - Pydhonie,Princess Dock,4.3,4002.0,"Indian, Restaurant, Vegetarian Restaurant",Indian
ChIJNRMpn9zR5zsRUpMf1Hoxi6k,Mahesh Lunch Home,Princess Dock,4.3,5326.0,"Asian Restaurant, Restaurant, Seafood",Seafood
ChIJiYXESyHO5zsRx-EMWHRBHcY,Badshah Colddrinks and Snacks,Princess Dock,4.1,5588.0,"Fast Food Restaurant, Juice, Restaurant",Fast Food
ChIJ4QDo49bP5zsRqpOdDfDg4nQ,Santosham - Satvik South Indian Restaurant,Princess Dock,4.7,2020.0,"Indian, Restaurant",Indian
ChIJcXb5ltDR5zsRiq9rM-D3nd8,Grand Hotel,Princess Dock,4.1,2010.0,"Banquet Hall, Clothing Store, Event Venue, Historical Landmark, Historical Place, Hotel, Lodging, Restaurant, Wedding Venue",Restaurant (General)
ChIJKXS_iRnO5zsRKUMykaKrGww,Vinay health home,Princess Dock,4.4,7733.0,"Indian, Restaurant, Vegetarian Restaurant",Indian
ChIJfcEkXTzO5zsRBiHWlbSfQ_A,Noor Mohammadi Hotel & Restaurant,Princess Dock,4.0,11578.0,"Indian, Restaurant",Indian
ChIJd7TsegXP5zsRSl1rphw4BpU,Shabbir's Tawakkal Sweets,Princess Dock,4.2,4683.0,"Buffet Restaurant, Confectionery, Dessert Restaurant, Food Store, Restaurant",Dessert
ChIJSaimqk3O5zsR2pSEZSCzbcs,Britannia & Company,Princess Dock,4.1,1518.0,"Indian, Restaurant",Indian
ChIJ_____9rR5zsRjlRsCc45g9U,Ustaadi,Princess Dock,4.3,2102.0,"Asian Restaurant, Chinese, Indian, Restaurant",Indian
ChIJoVupLi3R5zsRkUst6fWGNzw,Paradox Museum Mumbai,Princess Dock,4.6,8038.0,"Cafe, Museum",Cafe
ChIJaTVi9drR5zsRZViDx8iSjUg,RUSH Game Zone & Cafe Bowling.Arcade.Trampoline.VR Zone,Princess Dock,4.1,892.0,"Bowling Alley, Cafe, Sports Activity Location, Sports Complex, Video Arcade",Cafe
ChIJnUlZX9LR5zsRE26leBGbqAY,Banyan Tree Cafe,Princess Dock,4.3,1462.0,Cafe,Cafe
ChIJyUt0DsPR5zsRLZ0RAJf56GQ,IFBE,Princess Dock,4.5,372.0,"Cafe, Cultural Center",Cafe
ChIJI6z7xBPR5zsR_1suJcEmMCE,Bombay Coffee House Fort,Princess Dock,4.5,1038.0,"Cafe, Coffee, Food Store",Cafe
ChIJ_____9rR5zsRVLmjr1z4zTY,Cannon Pav Bhaji,Princess Dock,3.7,6342.0,"Cafe, Confectionery, Dessert, Fast Food Restaurant, Food Store, Restaurant",Cafe
ChIJrbQpQdrR5zsRmeZifdGntCs,Cafe Universal RESTAURANT &BAR,Princess Dock,4.3,2207.0,"Asian Restaurant, Breakfast, Cafe, Chinese, Coffee, Food Store, Indian, Restaurant",Indian
ChIJS02V59LP5zsRIXf9KS2SXTQ,McDonald's,Princess Dock,4.5,4223.0,"Breakfast, Cafe, Coffee, Confectionery, Delivery, Dessert, Fast Food Restaurant, Food Delivery, Food Store, Restaurant",Cafe
ChIJ3ZKdSyDR5zsRuY5QE4UFR7M,Cococart & CocoCafe - Jiji House,Princess Dock,4.6,2334.0,"Cafe, Candy Store, Chocolate Shop, Confectionery, Dessert, Food Store",Cafe
ChIJmxbx4a7R5zsRCp6WeAnmSvk,"Blue Tokai Coffee Roasters | New Excelsior Cinema, Fort",Princess Dock,4.4,115.0,"Cafe, Coffee, Food Store",Cafe
ChIJMbYG5B_O5zsR3txPscXBur4,Sassanian Restaurant & Bakery,Princess Dock,3.9,2819.0,"Bakery, Breakfast, Cafe, Food Store, Indian, Restaurant, Tea",Indian
ChIJ--qErN7R5zsRlV8CdX_voes,Cafe Excelsior,Princess Dock,4.1,1505.0,Cafe,Cafe
ChIJe2QGQTzO5zsRDroaTWZDYwM,Cafe Nizari,Princess Dock,4.1,936.0,"Breakfast, Cafe, Indian, Restaurant",Indian
ChIJC_ziL9nR5zsRbwnQy4mBkfg,Café Coffee Day,Princess Dock,4.1,1549.0,"Bakery, Cafe, Coffee, Confectionery, Dessert, Food Store, Restaurant, Sandwich, Takeaway",Cafe
ChIJ-3szsjvO5zsRMJ_e_AQBsAk,Azad Restaurant,Princess Dock,3.9,1104.0,"Breakfast, Cafe, Chinese, Fast Food Restaurant, Indian, Restaurant",Indian
ChIJK_MhC9zR5zsRb9eMPPCch3E,Cafe Shaheen,Princess Dock,3.9,566.0,"Breakfast, Cafe, Chinese, Delivery, Food Delivery, Restaurant",Chinese
ChIJj5MX8r_R5zsRCqs-DQlKYY8,Subway Sterling Cinema,Princess Dock,4.0,1079.0,"Breakfast, Cafe, Fast Food Restaurant, Restaurant, Sandwich",Cafe
ChIJdRy67j7O5zsROq4ysxB3CPw,Cafe Almas,Princess Dock,4.0,842.0,"Breakfast, Cafe, Chinese, Fast Food Restaurant, Indian, Restaurant",Indian
ChIJd8yu1xrR5zsRt_5RYmRrjA8,Tea Post,Princess Dock,4.0,198.0,"Cafe, Coffee, Food Store, Tea",Cafe
ChIJew4M49_R5zsRRuE7HHPLkYM,"Domino's Pizza | Chemox House, Mumbai",Princess Dock,3.6,1644.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJARL_OwDR5zsRLYmH_jErXSk,"La Pino'z Pizza, Fort, South Mumbai",Princess Dock,4.8,851.0,"Delivery, Fast Food Restaurant, Food Delivery, Indian, Pizza, Restaurant, Takeaway",Indian
ChIJn81sAebR5zsRtNOUwwTKAFU,KFC,Princess Dock,4.1,756.0,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJSeb-EILR5zsR3buIchSZDbk,Burger King,Princess Dock,4.1,4133.0,"Fast Food Restaurant, Food Court, Restaurant, Takeaway",Fast Food
ChIJ36I7GtLJ5zsRsVQGgB4c7R0,KFC,Princess Dock,4.2,1333.0,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJIfggr2zP5zsRnHGOKNJ5nB4,GOOD FLIPPIN' BURGERS®,Princess Dock,4.6,712.0,"American Restaurant, Fast Food Restaurant, Hamburger Restaurant, Restaurant, Takeaway",Burger
ChIJf-awO9zR5zsRchNRX0GG6LA,"Pizza Hut | CST, Mumbai",Princess Dock,4.1,5218.0,"Delivery, Food Delivery, Pizza, Restaurant, Takeaway",Pizza
ChIJz82fotvR5zsR-Tm_oWkoo40,Hari Om Bhelpuri Center,Princess Dock,4.3,517.0,"Restaurant, Takeaway",Restaurant (General)
ChIJz9gNFt7R5zsR3oknAMqdm8U,Lisha Pav Bhaji,Princess Dock,4.3,183.0,"Confectionery, Dessert, Fast Food Restaurant, Food Store, Restaurant, Takeaway",Dessert
ChIJE9FUANrR5zsRMEUs9fulIDM,Vasant Refreshments,Princess Dock,3.7,578.0,"Indian, Restaurant, Takeaway, Vegetarian Restaurant",Indian
ChIJUdQnM5bR5zsRlkP3eaRh7d8,abcoffee Fort,Princess Dock,4.5,30.0,"Bakery, Cafe, Coffee, Confectionery, Food Store, Restaurant, Takeaway",Cafe
ChIJKZqpnB_O5zsReF3p30sG7Js,New Super Point Chinese Fastfood,Princess Dock,4.1,230.0,"Chinese, Fast Food Restaurant, Restaurant, Takeaway",Chinese
ChIJW-kbgybO5zsRwM4_3q1g_EI,Ashrafi Mall Snack Centrre,Princess Dock,4.4,20.0,"Restaurant, Takeaway",Restaurant (General)
ChIJE6pVfM_P5zsRG-UPNkJ25jA,"Domino's Pizza | Umerkhadi, Mumbai",Princess Dock,1.4,31.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJ02JBgD7O5zsRdXsy_XLNLuo,Jilani Fast Food Corner,Princess Dock,3.9,305.0,"Barbecue Restaurant, Fast Food Restaurant, Indian, Restaurant, Takeaway",Indian
ChIJHVNb3PzP5zsRSyANXhld_Yw,Heramb's Chinese Corner,Princess Dock,4.6,185.0,"Chinese, Fast Food Restaurant, Restaurant, Takeaway",Chinese
ChIJpR9CtDvO5zsREV7AQ750bgg,Lazeez Snacks Corner,Princess Dock,4.4,204.0,"Fast Food Restaurant, Restaurant, Takeaway",Fast Food
ChIJE1VlVzfO5zsRKEmauKP8uGg,Mummy Kitchen,Princess Dock,4.8,902.0,"Chinese, Delivery, Fast Food Restaurant, Food Delivery, Pizza, Restaurant, Takeaway",Chinese
ChIJPdkrIhjO5zsRRWEvW_peyUM,Charbhuja ji Samosa Center,Princess Dock,4.4,74.0,"Breakfast, Restaurant, Takeaway",Breakfast / Brunch
ChIJKZrXrzzO5zsRDThTnURfapA,Suleman Usman Bakery,Princess Dock,4.3,1737.0,"Bakery, Candy Store, Confectionery, Food Store",Bakery
ChIJNZxnZ9rR5zsRyAkdENmWQMQ,The Clearing House,Princess Dock,4.4,1397.0,"Bakery, Bar, Food Store, Restaurant",Bakery
ChIJUfJxanLR5zsR_V8GnOH7tdQ,Faredoon's,Princess Dock,4.5,240.0,"Bakery, Food Store",Bakery
ChIJiX_ZAZfP5zsRuJxP0HW1tZo,Mohammad Ali Road Ramdan Food Stalls,Princess Dock,4.3,621.0,"Bakery, Food Court, Food Store",Bakery
ChIJqSbusTzO5zsRYJsBvQMA78M,Zam Zam Sweet & Bakery,Princess Dock,4.3,1201.0,"Bakery, Candy Store, Confectionery, Food Store",Bakery
ChIJe_lkmB_O5zsR09dAJZdeJ74,Paris Bakery,Princess Dock,4.4,315.0,"Bakery, Food Store",Bakery
ChIJe5jy6DvO5zsRmEyABE5z7bc,Zam Zam Sweet & Bakery,Princess Dock,4.3,173.0,"Bakery, Candy Store, Confectionery, Food Store",Bakery
ChIJyVQIwC3G5zsRJznDoATd408,Arife Store The Bakers supermarket,Princess Dock,4.2,275.0,"Bakery, Candy Store, Chocolate Shop, Confectionery, Dessert, Food Store, Wholesaler",Bakery
ChIJ5ZCNAiDO5zsRAENSiVaGyqs,Dark Temptations,Princess Dock,4.3,1424.0,"Bakery, Food Store",Bakery
ChIJ43eirNvR5zsRbjDay3Vp1Z0,Edward's The Bakery,Princess Dock,4.2,315.0,"Bakery, Food Store",Bakery
ChIJMXO8QTzO5zsRcJUDuhtC5ZA,Kunafa in Mumbai (Sufy's Kanafeh Point),Princess Dock,4.3,195.0,"Bakery, Buffet Restaurant, Confectionery, Dessert, Dessert Restaurant, Food Store, Lebanese Restaurant, Middle Eastern Restaurant, Restaurant",Lebanese
ChIJrzzZy-vP5zsRTDHIcyH8C_w,Badshah Hotel,Princess Dock,4.1,41.0,"Bakery, Food Store",Bakery
ChIJ4SJfxNvR5zsRZDt5QKb6pkM,Monginis Cake Shop,Princess Dock,3.5,81.0,"Bakery, Confectionery, Dessert, Dessert Restaurant, Food Store, Restaurant, Wholesaler",Bakery
ChIJF8PN0N_R5zsRR3JuDV01Zso,Gat'Oh,Princess Dock,4.9,74.0,"Bakery, Confectionery, Dessert, Food Store",Bakery
ChIJy8MQZzbO5zsRekmx_ggqaTM,Wibs Hygienic Bakery,Princess Dock,4.2,141.0,"Bakery, Food Store",Bakery
ChIJtwA_rDzO5zsR1KgcGdyLUBU,Modern Sweets,Princess Dock,4.2,150.0,"Bakery, Candy Store, Confectionery, Food Store",Bakery
ChIJA5dkzP7P5zsRSnL4LBolysk,Souffle Cake Shop Chira Bazar,Princess Dock,4.2,92.0,"Bakery, Food Store, Wholesaler",Bakery
ChIJ7ZgINYzO5zsRqQBKogByTGY,The Bombay Canteen,Naigaon,4.5,10662.0,"Cafe, Indian, Restaurant, Seafood",Indian
ChIJBT0_mfLO5zsRmdoNKe1pvAY,antiSOCIAL,Naigaon,4.3,7883.0,"Bar, Cafe, Night Club, Pub, Restaurant",Cafe
ChIJxSysr_LO5zsR08IcyxCOV-o,Toit Mumbai,Naigaon,4.5,2547.0,"Bar, Pub, Restaurant",Restaurant (General)
ChIJw7FDeF_P5zsR9odU9aHHVjA,Kamla Mills,Naigaon,4.4,124.0,"Dessert Restaurant, Fast Food Restaurant, Restaurant",Dessert
ChIJATAhyd3O5zsRWf4lf9oIHSw,Hotel Avon Ruby-Dadar Hotels,Naigaon,3.7,1907.0,"Extended Stay Hotel, Hotel, Lodging, Restaurant",Restaurant (General)
ChIJdzwCkN7O5zsRNIDrf6TlCjw,Pritam Da Dhaba,Naigaon,3.9,9894.0,"Indian, Restaurant",Indian
ChIJz0LLbKfP5zsR9bVb6h2hc40,Late Checkout,Naigaon,4.0,180.0,"Bar, Restaurant",Restaurant (General)
ChIJie0hm97O5zsRPAIA9MW_j1U,"Grandmama's Cafe, Dadar East",Naigaon,4.1,8673.0,"Cafe, Coffee, Food Store, Restaurant",Cafe
ChIJ_aWB8_LO5zsRiIVTsjNOKng,Canto - Restaurant and Banquet,Naigaon,4.3,2667.0,"Event Venue, Restaurant",Restaurant (General)
ChIJra2N0TfP5zsRDCtorCuTGas,Cosy Box Mumbai,Naigaon,4.2,315.0,Restaurant,Restaurant (General)
ChIJ353HnMnP5zsRS9zx27n6yEg,Zane's Cafe,Naigaon,4.4,394.0,"Breakfast, Cafe, Coffee, Food Store, Restaurant",Cafe
ChIJwxDY1OzO5zsRC72eDjher0s,KOKO Lower Parel,Naigaon,4.6,4336.0,"Asian Restaurant, Restaurant",Restaurant (General)
ChIJ9YZ-10fP5zsRFhKcTfw4MDM,Demy Cafe & Bar,Naigaon,4.3,951.0,Restaurant,Restaurant (General)
ChIJoS1zKvfO5zsRpbMAedLFLHQ,Mumbai Ladu Samrat,Naigaon,4.3,6684.0,"Breakfast, Candy Store, Confectionery, Fast Food Restaurant, Food Store, Indian, Restaurant, Vegetarian Restaurant",Indian
ChIJ____v8TO5zsREaCQThrKTYs,Kailash Mandir,Naigaon,4.0,5677.0,"Fast Food Restaurant, Juice, Restaurant",Fast Food
ChIJVR27I9zO5zsRFR5XY6oVO9o,Ramee Guestline Dadar,Naigaon,4.1,5160.0,"Hotel, Lodging, Restaurant",Restaurant (General)
ChIJg34tg3bP5zsRhApAJ6ye-qA,YAZU - Pan Asian Supper Club Lower Parel,Naigaon,4.7,853.0,"Asian Restaurant, Restaurant",Restaurant (General)
ChIJm5qCtXHP5zsRuYtDyoLDPWU,Ditas Mumbai,Naigaon,4.6,767.0,"Asian Restaurant, Restaurant",Restaurant (General)
ChIJHc-yQe3O5zsRtTgxGpS441k,Maharaja Bhog,Naigaon,4.3,3102.0,"Indian, Restaurant, Vegetarian Restaurant",Indian
ChIJabPvTdPP5zsRYb3bGwSYDE0,The Bombay Cartel,Naigaon,4.3,3093.0,"Bar, Restaurant, Vegetarian Restaurant",Restaurant (General)
ChIJAwa-DNbP5zsRfHxRv0EYxb8,McDonald's,Naigaon,4.7,914.0,"Breakfast, Cafe, Coffee, Confectionery, Delivery, Dessert, Fast Food Restaurant, Food Delivery, Food Store, Restaurant",Cafe
ChIJ-7z2Q-7P5zsR91LK9HxP6Zs,145 The Mill,Naigaon,4.4,2607.0,"Bar, Cafe",Cafe
ChIJMW7W0ubP5zsRcODC6b0ipc0,Brew Haus Café,Naigaon,4.5,990.0,Cafe,Cafe
ChIJP-xep9vO5zsR-274jWkZ39E,Shree Krishna Batatawada,Naigaon,4.0,4454.0,"Breakfast, Cafe, Fast Food Restaurant, Indian, Restaurant, Sandwich",Indian
ChIJ58-X5eXO5zsRv8i778KcpaE,Chaos Control Cafe,Naigaon,4.3,2789.0,"Cafe, Coffee, Food Store",Cafe
ChIJFUS9fezO5zsR4OiwU5OAu0E,Cafe Free India,Naigaon,4.2,1733.0,"Asian Restaurant, Bar, Bar And Grill, Cafe, Coffee, Food Store, Restaurant",Cafe
ChIJw451aLnJ5zsRMqMSJfjsQ68,SAZ Café,Naigaon,4.4,193.0,Cafe,Cafe
ChIJMa7fIRHP5zsRPIetemIUjM0,Subko at Museum of Solutions,Naigaon,4.4,110.0,"Cafe, Coffee, Food Store",Cafe
ChIJq6o-_M3O5zsRAN9tprCQs5k,The Belgian Waffle Co,Naigaon,4.3,1020.0,"Bakery, Cafe, Confectionery, Dessert, Dessert Restaurant, Food Store, Ice Cream, Restaurant, Wholesaler",Cafe
ChIJS_Jgt7rP5zsRiexfJalPUz0,The Urban Platter Cafe in Dadar West Mumbai,Naigaon,4.8,31.0,Cafe,Cafe
ChIJVf2ptZLO5zsRSgORzB-x0NE,Poetry by Love and Cheesecake,Naigaon,4.4,1312.0,"Cafe, Coffee, Confectionery, Dessert, Food Store, Restaurant",Cafe
ChIJ_xf_YwDP5zsR9g-ei0w8pV0,Shidhi vinayak,Naigaon,4.8,11.0,"Cafe, Coffee, Food Store",Cafe
ChIJ1SVBFe3O5zsRq-hFKpPZ7To,"Theobroma Bakery and Cake Shop - Lower Parel, Mumbai",Naigaon,4.4,1953.0,"Bakery, Cafe, Coffee, Confectionery, Dessert, Food Store, Wholesaler",Cafe
ChIJZxVOpOnO5zsRC8MAF5NePGY,Starbucks,Naigaon,4.4,824.0,"Cafe, Coffee, Food Store",Cafe
ChIJi8cADfrP5zsRmh2Objv43qc,Starbucks,Naigaon,4.7,26.0,"Cafe, Coffee, Food Store",Cafe
ChIJxzLdeADP5zsR9YMDXERaYnk,Blue Tokai Coffee Roasters | One World Center,Naigaon,4.8,67.0,Cafe,Cafe
ChIJb79X-8DP5zsRTYIhWxb8gIo,Queen Margherita's Pizzeria,Naigaon,4.5,298.0,"Delivery, Food Delivery, Food Store, Italian, Pizza, Restaurant, Takeaway",Italian
ChIJ40zpX2LP5zsRrE2s6uKig7I,"Domino's Pizza | Ganesh Gully, Mumbai",Naigaon,2.5,524.0,"Delivery, Food Delivery, Italian, Pizza, Restaurant, Takeaway",Italian
